Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,811.000000,818.500000,728.500000,762.500000,762.500000,11200
2017-01-04,735.500000,743.000000,714.000000,720.000000,720.000000,17000
2017-01-05,721.000000,760.000000,685.000000,748.500000,748.500000,12200
2017-01-06,755.500000,758.000000,732.000000,736.000000,736.000000,5800
2017-01-09,684.500000,685.000000,662.000000,667.000000,667.000000,12800
2017-01-10,715.000000,749.500000,710.000000,727.500000,727.500000,5300
2017-01-11,749.000000,749.000000,705.000000,729.000000,729.000000,3200
2017-01-12,762.000000,797.000000,754.000000,765.500000,765.500000,7300
2017-01-13,785.000000,788.000000,759.000000,779.500000,779.500000,5700
2017-01-17,781.000000,793.000000,762.500000,776.500000,776.500000,2300
2017-01-18,744.500000,764.000000,729.000000,742.500000,742.500000,4700
2017-01-19,725.000000,778.500000,718.500000,744.000000,744.000000,4300
2017-01-20,740.500000,756.000000,694.500000,701.000000,701.000000,6400
2017-01-23,696.500000,732.000000,695.000000,724.000000,724.000000,7100
2017-01-24,751.000000,755.000000,725.000000,742.500000,742.500000,3500
2017-01-25,749.500000,766.000000,738.000000,763.000000,763.000000,4000
2017-01-26,805.500000,825.500000,767.000000,775.500000,775.500000,15300
2017-01-27,742.000000,788.000000,734.000000,768.000000,768.000000,3500
2017-01-30,705.500000,721.500000,703.000000,706.000000,706.000000,7900
2017-01-31,658.500000,673.000000,654.500000,665.000000,665.000000,7300
2017-02-01,672.000000,682.500000,669.500000,674.500000,674.500000,3500
2017-02-02,665.000000,693.500000,657.000000,682.000000,682.000000,6100
2017-02-03,632.000000,645.500000,625.500000,630.500000,630.500000,8800
2017-02-06,617.500000,633.500000,616.000000,627.500000,627.500000,6100
2017-02-07,664.000000,665.000000,654.500000,663.500000,663.500000,3100
2017-02-08,650.000000,673.000000,649.500000,664.000000,664.000000,2300
2017-02-09,679.500000,680.000000,653.000000,656.500000,656.500000,5700
2017-02-10,623.500000,635.000000,622.000000,629.500000,629.500000,5300
2017-02-13,606.500000,612.500000,592.500000,594.000000,594.000000,11400
2017-02-14,582.000000,598.000000,579.500000,592.000000,592.000000,6400
2017-02-15,609.500000,610.500000,590.000000,597.500000,597.500000,4600
2017-02-16,592.500000,594.500000,561.000000,563.500000,563.500000,8100
2017-02-17,566.500000,571.000000,558.500000,561.500000,561.500000,3800
2017-02-21,506.000000,506.000000,470.500000,475.500000,475.500000,26000
2017-02-22,476.000000,491.500000,466.000000,476.000000,476.000000,6300
2017-02-23,495.000000,502.000000,478.000000,485.000000,485.000000,8600
2017-02-24,490.000000,502.500000,482.500000,502.500000,502.500000,4500
2017-02-27,466.500000,472.500000,465.000000,471.000000,471.000000,5200
2017-02-28,478.000000,503.000000,478.000000,498.000000,498.000000,8200
2017-03-01,508.000000,520.000000,505.000000,511.500000,511.500000,5700
2017-03-02,505.000000,523.500000,490.000000,517.500000,517.500000,4700
2017-03-03,515.000000,526.500000,508.500000,523.000000,523.000000,3400
2017-03-06,553.000000,562.000000,526.000000,526.500000,526.500000,8500
2017-03-07,524.000000,528.000000,516.500000,519.000000,519.000000,1400
2017-03-08,550.000000,552.500000,534.500000,543.500000,543.500000,3400
2017-03-09,554.000000,565.000000,547.000000,561.000000,561.000000,4800
2017-03-10,580.000000,583.500000,559.500000,583.000000,583.000000,3400
2017-03-13,586.000000,591.500000,566.000000,572.000000,572.000000,3800
2017-03-14,578.500000,578.500000,539.500000,543.000000,543.000000,5100
2017-03-15,559.000000,562.000000,551.000000,554.000000,554.000000,3600
2017-03-16,537.000000,555.000000,529.000000,533.000000,533.000000,4300
2017-03-17,540.000000,549.500000,534.000000,544.000000,544.000000,2900
2017-03-20,558.500000,591.500000,558.000000,591.000000,591.000000,7700
2017-03-21,601.500000,603.500000,577.000000,596.000000,596.000000,9200
2017-03-22,580.500000,591.000000,568.500000,570.500000,570.500000,3500
2017-03-23,577.000000,595.000000,563.500000,591.000000,591.000000,4900
2017-03-24,596.000000,603.000000,592.000000,598.500000,598.500000,2600
2017-03-27,613.000000,614.000000,589.500000,592.000000,592.000000,2600
2017-03-28,597.000000,612.500000,592.000000,602.000000,602.000000,1800
2017-03-29,626.000000,637.500000,620.000000,624.000000,624.000000,9100
2017-03-30,616.500000,631.500000,595.000000,615.000000,615.000000,4700
2017-03-31,627.000000,629.500000,604.000000,613.500000,613.500000,1600
2017-04-03,600.000000,601.500000,588.000000,592.500000,592.500000,2000
2017-04-04,611.000000,653.000000,609.500000,647.500000,647.500000,6500
2017-04-05,662.500000,664.500000,635.000000,644.000000,644.000000,6200
2017-04-06,646.500000,669.000000,645.500000,653.000000,653.000000,3400
2017-04-07,655.500000,656.000000,636.000000,637.000000,637.000000,1400
2017-04-10,631.000000,639.000000,627.000000,631.000000,631.000000,1000
2017-04-11,612.000000,614.000000,594.000000,603.000000,603.000000,2800
2017-04-12,603.000000,614.000000,603.000000,607.000000,607.000000,1700
2017-04-13,622.000000,628.000000,610.000000,626.000000,626.000000,1600
2017-04-17,606.500000,634.000000,605.000000,608.000000,608.000000,1600
2017-04-18,603.500000,612.000000,597.000000,603.000000,603.000000,1400
2017-04-19,618.500000,629.000000,614.000000,616.500000,616.500000,700
2017-04-20,619.000000,620.000000,601.000000,608.000000,608.000000,800
2017-04-21,607.500000,610.000000,580.000000,589.000000,589.000000,3800
2017-04-24,576.000000,587.000000,567.000000,577.500000,577.500000,2000
2017-04-25,576.000000,582.000000,566.500000,582.000000,582.000000,800
2017-04-26,602.500000,617.000000,600.000000,612.500000,612.500000,3400
2017-04-27,597.000000,612.000000,595.000000,604.500000,604.500000,1800
2017-04-28,618.500000,622.500000,614.000000,616.000000,616.000000,1200
2017-05-01,613.000000,614.000000,589.000000,599.000000,599.000000,2300
2017-05-02,600.000000,614.000000,581.500000,584.500000,584.500000,2600
2017-05-03,587.000000,601.000000,582.000000,595.000000,595.000000,1200
2017-05-04,599.000000,599.000000,578.000000,591.000000,591.000000,2900
2017-05-05,602.500000,616.500000,599.500000,614.000000,614.000000,1100
2017-05-08,584.500000,586.000000,570.000000,582.500000,582.500000,2200
2017-05-09,590.000000,605.000000,588.000000,598.500000,598.500000,1300
2017-05-10,614.000000,640.000000,610.000000,620.500000,620.500000,4500
2017-05-11,636.000000,657.000000,628.000000,649.000000,649.000000,2600
2017-05-12,657.500000,671.000000,656.500000,662.000000,662.000000,3300
2017-05-15,643.500000,649.500000,640.000000,645.500000,645.500000,3500
2017-05-16,613.000000,619.500000,596.000000,600.000000,600.000000,12000
2017-05-17,591.000000,594.500000,579.000000,593.000000,593.000000,9700
2017-05-18,593.000000,600.000000,580.000000,588.000000,588.000000,4700
2017-05-19,602.500000,617.500000,601.000000,611.500000,611.500000,6700
2017-05-22,625.000000,639.500000,625.000000,635.500000,635.500000,5400
2017-05-23,631.500000,634.000000,594.000000,601.000000,601.000000,7000
2017-05-24,587.000000,604.000000,584.000000,590.000000,590.000000,9600
2017-05-25,601.500000,601.500000,571.000000,585.500000,585.500000,10500
2017-05-26,591.500000,602.000000,576.000000,593.000000,593.000000,7300
2017-05-30,549.500000,550.000000,535.500000,539.500000,539.500000,9900
2017-05-31,526.500000,527.000000,509.000000,514.000000,514.000000,8100
2017-06-01,514.500000,515.000000,485.000000,502.500000,502.500000,17100
2017-06-02,496.000000,499.000000,485.000000,489.500000,489.500000,8400
2017-06-05,485.500000,495.000000,478.500000,481.500000,481.500000,6000
2017-06-06,501.500000,504.500000,493.500000,503.500000,503.500000,7400
2017-06-07,513.000000,514.000000,491.000000,493.500000,493.500000,9700
2017-06-08,497.500000,507.500000,481.500000,496.500000,496.500000,4200
2017-06-09,499.500000,504.500000,497.000000,500.000000,500.000000,1700
2017-06-12,506.500000,510.000000,487.000000,488.500000,488.500000,10900
2017-06-13,493.000000,493.000000,470.000000,471.000000,471.000000,6800
2017-06-14,465.000000,477.500000,460.000000,462.000000,462.000000,6800
2017-06-15,462.000000,502.500000,459.500000,499.000000,499.000000,10300
2017-06-16,496.000000,502.500000,491.000000,492.500000,492.500000,3500
2017-06-19,454.000000,459.500000,450.000000,452.000000,452.000000,8500
2017-06-20,456.500000,458.000000,450.000000,455.000000,455.000000,8100
2017-06-21,461.500000,466.500000,448.000000,453.500000,453.500000,6200
2017-06-22,457.000000,471.500000,441.000000,453.500000,453.500000,6300
2017-06-23,460.000000,466.000000,460.000000,463.000000,463.000000,2900
2017-06-26,489.500000,499.000000,483.000000,494.500000,494.500000,7800
2017-06-27,491.000000,502.500000,489.000000,495.000000,495.000000,8100
2017-06-28,507.000000,510.500000,502.500000,502.500000,502.500000,6100
2017-06-29,504.500000,515.000000,489.500000,492.500000,492.500000,7100
2017-06-30,482.500000,489.000000,470.000000,487.000000,487.000000,4900
2017-07-03,486.000000,493.000000,465.500000,473.000000,473.000000,9800
2017-07-05,449.500000,450.500000,425.000000,432.000000,432.000000,16900
2017-07-06,436.500000,441.500000,433.500000,441.500000,441.500000,3900
2017-07-07,455.000000,455.000000,428.500000,432.500000,432.500000,10100
2017-07-10,452.000000,456.000000,447.000000,451.000000,451.000000,7200
2017-07-11,468.500000,489.500000,468.500000,483.000000,483.000000,7000
2017-07-12,471.000000,477.000000,463.000000,472.000000,472.000000,5100
2017-07-13,458.000000,477.500000,457.500000,463.000000,463.000000,5200
2017-07-14,459.000000,470.500000,458.000000,466.000000,466.000000,4500
2017-07-17,477.000000,486.000000,472.500000,480.000000,480.000000,4100
2017-07-18,496.500000,500.000000,490.000000,496.000000,496.000000,20300
2017-07-19,499.500000,502.500000,492.000000,495.000000,495.000000,3900
2017-07-20,499.000000,505.500000,478.500000,483.000000,483.000000,9400
2017-07-21,480.500000,482.000000,454.000000,459.500000,459.500000,22500
2017-07-24,452.000000,457.000000,434.000000,439.000000,439.000000,16800
2017-07-25,451.000000,453.500000,447.500000,452.000000,452.000000,4300
2017-07-26,449.000000,450.500000,439.000000,450.500000,450.500000,6700
2017-07-27,450.500000,471.000000,448.500000,463.500000,463.500000,18700
2017-07-28,465.500000,468.500000,455.000000,457.500000,457.500000,2700
2017-07-31,430.000000,431.000000,406.500000,418.500000,418.500000,18200
2017-08-01,406.500000,419.500000,401.500000,418.000000,418.000000,8300
2017-08-02,416.500000,423.500000,415.000000,416.500000,416.500000,4400
2017-08-03,421.000000,425.500000,410.000000,410.500000,410.500000,6100
2017-08-04,410.000000,411.500000,402.500000,408.000000,408.000000,7400
2017-08-07,408.500000,415.500000,406.000000,413.500000,413.500000,2400
2017-08-08,411.000000,420.000000,407.500000,416.000000,416.000000,2200
2017-08-09,430.000000,439.000000,428.500000,433.500000,433.500000,9500
2017-08-10,442.000000,466.000000,436.500000,459.000000,459.000000,16900
2017-08-11,459.500000,462.500000,458.000000,458.000000,458.000000,3000
2017-08-14,459.500000,460.000000,444.500000,456.000000,456.000000,5000
2017-08-15,451.500000,457.000000,448.500000,450.500000,450.500000,8100
2017-08-16,441.000000,450.500000,438.500000,441.000000,441.000000,5400
2017-08-17,438.000000,454.000000,430.000000,449.000000,449.000000,16500
2017-08-18,445.000000,447.000000,439.500000,443.500000,443.500000,3800
2017-08-21,438.500000,463.000000,437.000000,456.000000,456.000000,10600
2017-08-22,463.500000,463.500000,447.000000,451.000000,451.000000,4100
2017-08-23,444.000000,450.500000,440.000000,449.000000,449.000000,2600
2017-08-24,454.000000,462.000000,450.000000,454.500000,454.500000,16700
2017-08-25,444.000000,445.000000,435.000000,439.000000,439.000000,6800
2017-08-28,430.000000,457.500000,429.000000,448.000000,448.000000,12100
2017-08-29,452.500000,455.000000,443.000000,452.500000,452.500000,3800
2017-08-30,442.500000,446.000000,439.500000,443.500000,443.500000,3700
2017-08-31,436.000000,470.000000,435.000000,464.500000,464.500000,25800
2017-09-01,462.500000,483.500000,460.000000,476.000000,476.000000,14300
2017-09-05,452.000000,456.000000,449.500000,451.500000,451.500000,9000
2017-09-06,461.000000,464.000000,454.000000,459.500000,459.500000,5000
2017-09-07,461.500000,462.000000,450.000000,453.500000,453.500000,8500
2017-09-08,439.000000,440.000000,425.500000,430.000000,430.000000,20500
2017-09-11,439.000000,443.500000,435.000000,441.500000,441.500000,9600
2017-09-12,460.500000,469.000000,455.000000,457.000000,457.000000,26400
2017-09-13,472.000000,477.000000,468.500000,469.500000,469.500000,7300
2017-09-14,466.500000,483.500000,465.000000,474.000000,474.000000,7700
2017-09-15,462.000000,467.000000,457.000000,465.000000,465.000000,8200
2017-09-18,488.000000,498.000000,486.000000,496.000000,496.000000,8800
2017-09-19,496.500000,497.000000,487.000000,487.000000,487.000000,4100
2017-09-20,490.500000,494.000000,477.000000,478.000000,478.000000,7100
2017-09-21,463.500000,471.000000,437.000000,441.000000,441.000000,27300
2017-09-22,441.000000,445.500000,439.500000,441.000000,441.000000,2600
2017-09-25,437.500000,441.500000,429.500000,434.000000,434.000000,14800
2017-09-26,439.000000,439.000000,428.500000,434.500000,434.500000,6000
2017-09-27,454.000000,457.000000,450.000000,454.000000,454.000000,10200
2017-09-28,445.500000,458.000000,435.500000,442.500000,442.500000,8800
2017-09-29,436.500000,443.500000,435.000000,440.000000,440.000000,3200
2017-10-02,417.000000,417.000000,403.000000,414.000000,414.000000,18800
2017-10-03,406.500000,412.500000,403.500000,406.500000,406.500000,14400
2017-10-04,420.500000,423.500000,414.500000,416.500000,416.500000,9800
2017-10-05,421.500000,431.000000,405.000000,406.000000,406.000000,12600
2017-10-06,406.500000,407.500000,394.000000,397.000000,397.000000,17400
2017-10-09,397.500000,397.500000,386.500000,388.500000,388.500000,7200
2017-10-10,397.000000,402.000000,396.000000,400.000000,400.000000,6600
2017-10-11,416.000000,417.000000,399.000000,403.500000,403.500000,11600
2017-10-12,411.500000,425.500000,410.000000,419.000000,419.000000,11400
2017-10-13,427.500000,429.500000,421.500000,423.000000,423.000000,6500
2017-10-16,409.000000,418.000000,404.500000,416.000000,416.000000,7700
2017-10-17,424.000000,429.500000,410.500000,410.500000,410.500000,6700
2017-10-18,407.500000,410.000000,403.000000,409.000000,409.000000,4600
2017-10-19,406.000000,415.500000,393.500000,413.000000,413.000000,11300
2017-10-20,410.500000,418.500000,407.500000,414.500000,414.500000,6100
2017-10-23,427.000000,430.000000,420.500000,421.500000,421.500000,12500
2017-10-24,421.500000,424.000000,416.500000,423.500000,423.500000,6100
2017-10-25,411.000000,417.000000,406.000000,409.000000,409.000000,7100
2017-10-26,399.000000,405.000000,397.500000,399.500000,399.500000,8600
2017-10-27,383.500000,385.000000,377.000000,383.000000,383.000000,21000
2017-10-30,382.500000,390.000000,380.000000,384.500000,384.500000,9100
2017-10-31,374.000000,375.500000,360.500000,365.000000,365.000000,13100
2017-11-01,355.500000,363.500000,355.000000,363.000000,363.000000,11800
2017-11-02,365.000000,374.000000,363.000000,369.000000,369.000000,5700
2017-11-03,378.000000,382.500000,375.000000,378.500000,378.500000,7600
2017-11-06,399.000000,414.000000,398.000000,406.500000,406.500000,18600
2017-11-07,408.500000,421.500000,404.000000,416.500000,416.500000,16100
2017-11-08,422.000000,425.000000,417.500000,418.000000,418.000000,7100
2017-11-09,430.000000,432.500000,419.500000,431.000000,431.000000,16400
2017-11-10,429.500000,433.500000,423.500000,431.500000,431.500000,6400
2017-11-13,421.000000,435.000000,411.000000,415.000000,415.000000,11900
2017-11-14,396.500000,407.000000,395.000000,399.000000,399.000000,11800
2017-11-15,408.500000,415.000000,392.500000,399.000000,399.000000,16900
2017-11-16,404.500000,404.500000,391.000000,397.000000,397.000000,13100
2017-11-17,401.000000,408.500000,396.500000,406.500000,406.500000,8800
2017-11-20,388.000000,394.500000,386.000000,387.500000,387.500000,13700
2017-11-21,389.500000,393.000000,380.000000,382.000000,382.000000,19000
2017-11-22,371.500000,376.000000,368.000000,369.500000,369.500000,19400
2017-11-24,355.000000,355.000000,332.500000,337.000000,337.000000,35200
2017-11-27,352.500000,362.000000,350.500000,360.500000,360.500000,11500
2017-11-28,375.000000,390.000000,375.000000,384.500000,384.500000,27900
2017-11-29,403.000000,403.500000,390.500000,394.500000,394.500000,30700
2017-11-30,373.000000,375.000000,354.500000,362.000000,362.000000,23500
2017-12-01,372.000000,377.000000,365.500000,367.000000,367.000000,8900
2017-12-04,362.000000,362.000000,341.000000,347.000000,347.000000,29100
2017-12-05,330.000000,336.000000,323.000000,331.500000,331.500000,28400
2017-12-06,337.500000,337.500000,325.500000,331.000000,331.000000,9000
2017-12-07,312.500000,313.000000,294.500000,298.500000,298.500000,44300
2017-12-08,303.500000,304.000000,296.500000,300.500000,300.500000,10300
2017-12-11,309.500000,313.000000,303.500000,304.000000,304.000000,13800
2017-12-12,311.000000,311.500000,277.500000,280.500000,280.500000,37100
2017-12-13,283.500000,292.000000,274.000000,281.500000,281.500000,16300
2017-12-14,281.000000,283.500000,270.500000,281.500000,281.500000,24900
2017-12-15,279.500000,281.000000,259.500000,267.000000,267.000000,24500
2017-12-18,287.000000,294.000000,285.000000,286.500000,286.500000,27200
2017-12-19,285.500000,291.500000,276.000000,279.500000,279.500000,19800
2017-12-20,274.500000,274.500000,259.500000,265.000000,265.000000,29500
2017-12-21,260.000000,268.000000,253.000000,256.500000,256.500000,32600
2017-12-22,262.000000,269.000000,262.000000,268.000000,268.000000,25100
2017-12-26,268.500000,275.500000,264.000000,266.000000,266.000000,31100
2017-12-27,285.000000,286.000000,278.500000,284.000000,284.000000,32600
2017-12-28,309.500000,325.500000,308.000000,320.000000,320.000000,59300
2017-12-29,332.500000,337.500000,319.500000,325.000000,325.000000,47700
2018-01-02,347.000000,348.000000,329.000000,338.000000,338.000000,33500
2018-01-03,331.500000,334.000000,321.000000,328.500000,328.500000,27300
2018-01-04,330.500000,338.000000,297.000000,304.000000,304.000000,48500
2018-01-05,288.000000,293.000000,284.000000,290.000000,290.000000,34300
2018-01-08,296.000000,299.500000,285.500000,292.500000,292.500000,26500
2018-01-09,298.500000,321.500000,293.000000,318.000000,318.000000,32300
2018-01-10,318.000000,322.000000,299.000000,306.000000,306.000000,33100
2018-01-11,323.000000,330.000000,312.000000,325.500000,325.500000,57200
2018-01-12,328.000000,344.500000,325.500000,340.000000,340.000000,41300
2018-01-16,328.500000,340.000000,319.500000,334.000000,334.000000,21200
2018-01-17,345.500000,354.500000,341.000000,350.500000,350.500000,24900
2018-01-18,346.500000,346.500000,323.500000,342.500000,342.500000,26600
2018-01-19,338.500000,345.000000,329.000000,332.000000,332.000000,14500
2018-01-22,327.500000,333.000000,325.500000,332.000000,332.000000,11300
2018-01-23,352.500000,374.000000,348.000000,362.000000,362.000000,40400
2018-01-24,365.500000,375.000000,351.000000,356.000000,356.000000,26700
2018-01-25,371.000000,384.000000,362.500000,369.000000,369.000000,28600
2018-01-26,383.500000,391.000000,382.000000,385.000000,385.000000,21000
2018-01-29,365.000000,388.500000,364.000000,387.000000,387.000000,22500
2018-01-30,393.500000,403.500000,383.500000,385.000000,385.000000,23200
2018-01-31,356.000000,358.000000,334.000000,336.500000,336.500000,33200
2018-02-01,322.500000,326.000000,306.500000,315.500000,315.500000,45400
2018-02-02,311.000000,315.000000,307.500000,312.000000,312.000000,18100
2018-02-05,298.000000,299.000000,284.500000,288.500000,288.500000,36200
2018-02-06,278.500000,291.000000,278.500000,289.500000,289.500000,24000
2018-02-07,279.000000,284.000000,274.500000,277.000000,277.000000,29200
2018-02-08,283.500000,287.500000,274.500000,276.500000,276.500000,19500
2018-02-09,264.500000,266.000000,254.500000,260.500000,260.500000,31700
2018-02-12,252.500000,256.500000,252.000000,254.500000,254.500000,21000
2018-02-13,261.500000,265.500000,259.500000,262.000000,262.000000,19300
2018-02-14,256.000000,264.000000,255.000000,263.000000,263.000000,13200
2018-02-15,256.500000,263.500000,255.000000,260.000000,260.000000,17300
2018-02-16,258.000000,258.000000,255.000000,256.500000,256.500000,10700
2018-02-20,266.500000,269.000000,264.000000,266.000000,266.000000,14700
2018-02-21,270.000000,273.500000,267.000000,269.500000,269.500000,11700
2018-02-22,269.000000,271.500000,265.000000,266.500000,266.500000,9500
2018-02-23,264.500000,269.000000,261.500000,268.500000,268.500000,13200
2018-02-26,273.500000,274.000000,264.000000,270.500000,270.500000,17100
2018-02-27,265.000000,275.000000,265.000000,272.500000,272.500000,14000
2018-02-28,274.000000,276.000000,267.500000,268.500000,268.500000,11400
2018-03-01,272.500000,279.500000,268.500000,273.000000,273.000000,20400
2018-03-02,275.500000,278.000000,274.000000,277.500000,277.500000,10000
2018-03-05,276.000000,278.000000,273.000000,277.000000,277.000000,11700
2018-03-06,283.000000,285.500000,280.500000,285.000000,285.000000,9500
2018-03-07,290.500000,292.000000,288.000000,291.500000,291.500000,8700
2018-03-08,290.000000,290.000000,282.000000,284.500000,284.500000,12900
2018-03-09,281.500000,284.000000,279.500000,279.500000,279.500000,15800
2018-03-12,289.000000,294.000000,287.500000,290.000000,290.000000,14800
2018-03-13,291.500000,292.000000,288.500000,291.000000,291.000000,5500
2018-03-14,280.000000,282.000000,276.000000,282.000000,282.000000,16900
2018-03-15,283.000000,283.000000,267.500000,272.000000,272.000000,14900
2018-03-16,269.500000,273.500000,269.000000,273.000000,273.000000,5800
2018-03-19,264.500000,265.500000,263.000000,265.000000,265.000000,8800
2018-03-20,268.100006,272.100006,265.100006,269.000000,269.000000,46700
2018-03-21,271.200012,273.200012,261.299988,263.399994,263.399994,32500
2018-03-22,262.799988,267.600006,258.600006,258.700012,258.700012,15800
2018-03-23,254.300003,259.100006,253.800003,254.500000,254.500000,8000
2018-03-26,258.799988,263.299988,257.899994,262.899994,262.899994,26800
2018-03-27,265.899994,272.100006,262.000000,270.500000,270.500000,21000
2018-03-28,268.799988,270.100006,266.600006,268.799988,268.799988,9300
2018-03-29,278.700012,280.799988,273.799988,275.299988,275.299988,15300
2018-04-02,263.500000,265.000000,258.299988,262.500000,262.500000,18700
2018-04-03,265.700012,269.200012,265.600006,267.200012,267.200012,5600
2018-04-04,274.000000,277.100006,268.299988,269.799988,269.799988,11500
2018-04-05,267.899994,269.000000,259.700012,263.500000,263.500000,9000
2018-04-06,268.299988,269.700012,266.799988,267.200012,267.200012,4200
2018-04-09,265.799988,267.500000,256.399994,266.399994,266.399994,17000
2018-04-10,260.000000,260.799988,257.399994,259.399994,259.399994,13800
2018-04-11,262.600006,264.000000,260.299988,260.799988,260.799988,11200
2018-04-12,263.000000,264.799988,259.299988,263.200012,263.200012,10100
2018-04-13,271.000000,275.200012,270.100006,271.299988,271.299988,11600
2018-04-16,275.700012,278.200012,274.000000,274.700012,274.700012,7000
2018-04-17,273.799988,276.399994,272.399994,272.799988,272.799988,3100
2018-04-18,278.399994,281.200012,271.500000,273.600006,273.600006,6200
2018-04-19,263.700012,271.000000,258.600006,260.899994,260.899994,17800
2018-04-20,262.000000,271.899994,262.000000,271.299988,271.299988,12600
2018-04-23,268.799988,273.200012,268.700012,271.399994,271.399994,6600
2018-04-24,274.000000,279.100006,274.000000,278.899994,278.899994,5800
2018-04-25,275.799988,279.100006,274.000000,278.899994,278.899994,6400
2018-04-26,278.399994,284.700012,277.899994,281.899994,281.899994,14100
2018-04-27,274.899994,275.299988,270.799988,271.200012,271.200012,5600
2018-04-30,266.799988,270.000000,263.600006,269.500000,269.500000,7600
2018-05-01,277.000000,278.799988,271.600006,276.299988,276.299988,7100
2018-05-02,270.299988,270.299988,266.500000,267.799988,267.799988,9100
2018-05-03,262.899994,263.500000,257.000000,262.700012,262.700012,18200
2018-05-04,262.000000,262.600006,256.799988,258.899994,258.899994,15500
2018-05-07,265.100006,267.200012,261.399994,262.100006,262.100006,13600
2018-05-08,263.000000,263.700012,257.000000,262.299988,262.299988,13800
2018-05-09,262.100006,265.100006,260.500000,261.399994,261.399994,9700
2018-05-10,266.200012,275.200012,264.100006,273.100006,273.100006,27600
2018-05-11,272.899994,275.200012,270.799988,274.899994,274.899994,12900
2018-05-14,273.200012,281.000000,273.200012,279.200012,279.200012,6700
2018-05-15,282.899994,283.200012,277.399994,278.799988,278.799988,4700
2018-05-16,277.100006,278.600006,274.799988,275.200012,275.200012,8600
2018-05-17,272.500000,286.000000,271.700012,283.799988,283.799988,13700
2018-05-18,285.000000,288.000000,282.000000,282.000000,282.000000,5300
2018-05-21,282.799988,283.600006,277.799988,280.600006,280.600006,11300
2018-05-22,287.799988,296.700012,286.700012,294.000000,294.000000,9000
2018-05-23,298.000000,303.000000,297.299988,300.100006,300.100006,7200
2018-05-24,298.600006,303.500000,297.100006,302.299988,302.299988,7900
2018-05-25,305.100006,307.200012,296.700012,301.200012,301.200012,9500
2018-05-29,289.200012,289.200012,281.000000,288.299988,288.299988,15600
2018-05-30,284.100006,287.500000,283.200012,286.000000,286.000000,6600
2018-05-31,294.200012,304.500000,294.200012,298.899994,298.899994,17300
2018-06-01,298.700012,303.100006,295.700012,302.000000,302.000000,8200
2018-06-04,297.799988,300.000000,293.000000,293.500000,293.500000,8900
2018-06-05,284.799988,288.700012,284.500000,285.799988,285.799988,15000
2018-06-06,287.200012,289.000000,282.899994,287.399994,287.399994,9100
2018-06-07,297.200012,300.799988,292.700012,293.799988,293.799988,20600
2018-06-08,284.799988,288.600006,283.299988,288.000000,288.000000,10300
2018-06-11,297.200012,297.899994,293.200012,295.200012,295.200012,11900
2018-06-12,294.500000,295.200012,289.899994,294.200012,294.200012,8400
2018-06-13,296.399994,301.000000,296.100006,297.000000,297.000000,9200
2018-06-14,297.899994,301.200012,291.899994,300.500000,300.500000,10000
2018-06-15,306.799988,312.899994,306.799988,312.700012,312.700012,19500
2018-06-18,305.700012,308.500000,298.600006,300.200012,300.200012,9600
2018-06-19,293.000000,293.100006,287.299988,293.000000,293.000000,7400
2018-06-20,300.100006,302.200012,298.799988,301.700012,301.700012,7500
2018-06-21,306.500000,309.200012,297.500000,302.200012,302.200012,6600
2018-06-22,295.799988,298.500000,292.500000,296.200012,296.200012,10900
2018-06-25,289.799988,293.700012,288.399994,293.399994,293.399994,6700
2018-06-26,290.399994,295.600006,288.799988,295.200012,295.200012,3500
2018-06-27,303.500000,306.500000,298.700012,303.200012,303.200012,12000
2018-06-28,307.100006,310.899994,294.100006,298.500000,298.500000,8000
2018-06-29,294.299988,295.899994,290.600006,292.700012,292.700012,3600
2018-07-02,281.799988,282.700012,279.700012,281.700012,281.700012,9700
2018-07-03,279.799988,288.000000,279.799988,285.399994,285.399994,3000
2018-07-05,278.299988,278.799988,273.700012,274.000000,274.000000,7200
2018-07-06,274.500000,278.600006,272.500000,278.000000,278.000000,6900
2018-07-09,274.899994,275.299988,270.899994,272.299988,272.299988,7700
2018-07-10,270.799988,271.299988,263.600006,264.000000,264.000000,8700
2018-07-11,269.700012,272.299988,267.600006,271.200012,271.200012,6100
2018-07-12,267.600006,271.399994,264.799988,266.399994,266.399994,6000
2018-07-13,262.700012,262.700012,257.799988,260.100006,260.100006,11900
2018-07-16,259.000000,261.500000,256.000000,259.600006,259.600006,6900
2018-07-17,259.100006,259.700012,253.699997,254.199997,254.199997,11600
2018-07-18,255.000000,255.000000,251.600006,253.399994,253.399994,7200
2018-07-19,249.899994,261.100006,248.199997,260.200012,260.200012,11800
2018-07-20,262.700012,262.700012,258.000000,258.799988,258.799988,8900
2018-07-23,253.300003,253.399994,251.000000,252.000000,252.000000,13200
2018-07-24,253.800003,257.700012,253.199997,257.399994,257.399994,4600
2018-07-25,263.100006,264.000000,261.799988,263.600006,263.600006,12800
2018-07-26,264.000000,267.899994,262.600006,264.299988,264.299988,9100
2018-07-27,268.600006,271.399994,267.799988,269.000000,269.000000,6700
2018-07-30,268.100006,274.700012,265.799988,272.100006,272.100006,5300
2018-07-31,278.000000,278.100006,267.399994,268.600006,268.600006,5900
2018-08-01,265.700012,268.399994,263.399994,264.600006,264.600006,4900
2018-08-02,264.299988,277.399994,264.299988,274.600006,274.600006,6700
